--------- beginning of /dev/log/main
04-26 07:43:33.736 E/GeckoConsole( 1406): [JavaScript Warning: "Unknown property '-moz-box-shadow'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/jquery.mobile-1.3.1.min.css" line: 3 column: 91930 source: ".ui-bar-a{border:1px solid #333;background:#111;color:#fff;font-weight:700;text-shadow:0 -1px 0 #000;background-image:-webkit-gradient(linear,left top,left bottom,from(#3c3c3c),to(#111));background-image:-webkit-linear-gradient(#3c3c3c,#111);background-image:-moz-linear-gradient(#3c3c3c,#111);background-image:-ms-linear-gradient(#3c3c3c,#111);background-image:-o-linear-gradient(#3c3c3c,#111);background-image:linear-gradient(#3c3c3c,#111)}.ui-bar-a,.ui-bar-a input,.ui-bar-a select,.ui-bar-a textarea,.ui-bar-a button{font-family:Helvetica,Arial,sans-serif}.ui-bar-a .ui-link-inherit{color:#fff}.ui-bar-a a.ui-link{color:#7cc4e7;font-weight:700}.ui-bar-a a.ui-link:visited{color:#2489ce}.ui-bar-a a.ui-link:hover{color:#2489ce}.ui-bar-a a.ui-link:active{color:#2489ce}.ui-body-a,.ui-overlay-a{border:1px solid #444;background:#22
04-26 07:43:33.806 E/GeckoConsole( 1406): [JavaScript Warning: "Unknown property '-moz-box-shadow'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main.css" line: 81 column: 16 source: "	-moz-box-shadow: 0 2px 2px 0px rgba(0, 0, 0, 0.3);"}]
04-26 07:43:33.806 E/GeckoConsole( 1406): [JavaScript Warning: "Unknown property '-moz-border-radius'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main.css" line: 90 column: 19 source: "	-moz-border-radius: 3px;"}]
04-26 07:43:33.816 E/GeckoConsole( 1406): [JavaScript Warning: "Unknown property 'box-sizing'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main.css" line: 161 column: 11 source: "	box-sizing: border-box;"}]
04-26 07:43:33.816 E/GeckoConsole( 1406): [JavaScript Warning: "Unknown property 'box-sizing'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main.css" line: 191 column: 11 source: "	box-sizing:border-box!important;"}]
04-26 07:43:33.816 E/GeckoConsole( 1406): [JavaScript Warning: "Unknown property 'box-sizing'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main.css" line: 224 column: 11 source: "	box-sizing:border-box;"}]
04-26 07:43:33.816 E/GeckoConsole( 1406): [JavaScript Warning: "Unknown property '-moz-border-radius-topleft'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main.css" line: 239 column: 27 source: "	-moz-border-radius-topleft: 3px;"}]
04-26 07:43:33.816 E/GeckoConsole( 1406): [JavaScript Warning: "Unknown property '-moz-border-radius-topright'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main.css" line: 244 column: 28 source: "	-moz-border-radius-topright: 3px;"}]
04-26 07:43:33.816 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main.css" line: 260 column: 13 source: "	background: -webkit-gradient(linear, left top, left bottom, color-stop(0%,rgba(0, 0, 0, 0.3)), color-stop(100%,transparent));"}]
04-26 07:43:33.816 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main.css" line: 261 column: 13 source: "	background: -webkit-linear-gradient(top, rgba(0, 0, 0, 0.3) 0%,transparent 100%);"}]
04-26 07:43:33.816 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main.css" line: 262 column: 13 source: "	background: -o-linear-gradient(top, rgba(0, 0, 0, 0.3) 0%,transparent 100%);"}]
04-26 07:43:33.816 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main.css" line: 263 column: 13 source: "	background: -ms-linear-gradient(top, rgba(0, 0, 0, 0.3) 0%,transparent 100%);"}]
04-26 07:43:33.816 E/GeckoConsole( 1406): [JavaScript Warning: "Expected 'none' or URL but found 'progid'.  Error in parsing value for 'filter'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main.css" line: 265 column: 9 source: "	filter: progid:DXImageTransform.Microsoft.gradient( startColorstr='#a6000000', endColorstr='#00000000',GradientType=0 );"}]
04-26 07:43:33.816 E/GeckoConsole( 1406): [JavaScript Warning: "Unknown property '-moz-box-shadow'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main.css" line: 267 column: 16 source: "	-moz-box-shadow: inset 0 7px 30px 0 rgba(0,0,0,0.5);"}]
04-26 07:43:33.816 E/GeckoConsole( 1406): [JavaScript Warning: "Unknown property '-moz-box-shadow'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main.css" line: 272 column: 16 source: "	-moz-box-shadow: inset 0 7px 30px 0 rgba(0,0,0,0.5);"}]
04-26 07:43:33.826 E/GeckoConsole( 1406): [JavaScript Warning: "Unknown property '-moz-border-radius'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main.css" line: 281 column: 19 source: "	-moz-border-radius: 0;"}]
04-26 07:43:33.826 E/GeckoConsole( 1406): [JavaScript Warning: "Unknown property '-moz-border-radius-bottomright'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main.css" line: 285 column: 31 source: "	-moz-border-radius-bottomright: 0;"}]
04-26 07:43:33.826 E/GeckoConsole( 1406): [JavaScript Warning: "Unknown property '-moz-border-radius-bottomleft'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main.css" line: 290 column: 30 source: "	-moz-border-radius-bottomleft: 0;"}]
04-26 07:43:33.826 E/GeckoConsole( 1406): [JavaScript Warning: "Unknown property '-moz-border-top-left-radius'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main.css" line: 296 column: 28 source: "	-moz-border-top-left-radius: 0;"}]
04-26 07:43:33.826 E/GeckoConsole( 1406): [JavaScript Warning: "Expected media feature name but found '-webkit-min-device-pixel-ratio'." {file: "http://cor.sportv.utouchlabs.com/core/css/main.css" line: 350 column: 44 source: "@media only screen and (min-width: 640px), (-webkit-min-device-pixel-ratio: 2)  {"}]
04-26 07:43:33.836 E/GeckoConsole( 1406): [JavaScript Warning: "Unknown property 'box-sizing'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main.css" line: 447 column: 12 source: "		box-sizing: border-box;"}]
04-26 07:43:33.836 E/GeckoConsole( 1406): [JavaScript Warning: "Expected declaration but found '/'.  Skipped to next declaration." {file: "http://cor.sportv.utouchlabs.com/core/css/main.css" line: 633 column: 30 source: "	border-bottom:1px solid #CCC;/	"}]
04-26 07:43:33.846 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main.css" line: 643 column: 13 source: "	background: -webkit-gradient(linear, left top, left bottom, color-stop(0%,rgba(255,255,255,1)), color-stop(100%,rgba(229,229,229,1))); /* Chrome,Safari4+ */"}]
04-26 07:43:33.846 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main.css" line: 644 column: 13 source: "	background: -webkit-linear-gradient(top, rgba(255,255,255,1) 0%,rgba(229,229,229,1) 100%); /* Chrome10+,Safari5.1+ */"}]
04-26 07:43:33.846 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main.css" line: 645 column: 13 source: "	background: -o-linear-gradient(top, rgba(255,255,255,1) 0%,rgba(229,229,229,1) 100%); /* Opera 11.10+ */"}]
04-26 07:43:33.846 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main.css" line: 646 column: 13 source: "	background: -ms-linear-gradient(top, rgba(255,255,255,1) 0%,rgba(229,229,229,1) 100%); /* IE10+ */"}]
04-26 07:43:33.846 E/GeckoConsole( 1406): [JavaScript Warning: "Expected 'none' or URL but found 'progid'.  Error in parsing value for 'filter'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main.css" line: 648 column: 9 source: "	filter: progid:DXImageTransform.Microsoft.gradient( startColorstr='#ffffff', endColorstr='#e5e5e5',GradientType=0 ); /* IE6-9 */"}]
04-26 07:43:33.866 E/GeckoConsole( 1406): [JavaScript Warning: "Unknown property 'box-sizing'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main.css" line: 813 column: 11 source: "	box-sizing:border-box;"}]
04-26 07:43:33.886 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background-image'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main-smartphone.css" line: 12 column: 21 source: "			background-image: -webkit-gradient(linear, left top, left bottom, color-stop(54%,rgba(255,255,255,1)), color-stop(55%,rgba(245,245,245,1)), color-stop(100%,rgba(240,240,240,1)));"}]
04-26 07:43:33.886 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background-image'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main-smartphone.css" line: 13 column: 21 source: "			background-image: -webkit-linear-gradient(top,  rgba(255,255,255,1) 54%,rgba(245,245,245,1) 55%,rgba(240,240,240,1) 100%);"}]
04-26 07:43:33.896 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background-image'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main-smartphone.css" line: 14 column: 21 source: "			background-image: -o-linear-gradient(top,  rgba(255,255,255,1) 54%,rgba(245,245,245,1) 55%,rgba(240,240,240,1) 100%);"}]
04-26 07:43:33.896 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background-image'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main-smartphone.css" line: 15 column: 21 source: "			background-image: -ms-linear-gradient(top,  rgba(255,255,255,1) 54%,rgba(245,245,245,1) 55%,rgba(240,240,240,1) 100%);"}]
04-26 07:43:33.896 E/GeckoConsole( 1406): [JavaScript Warning: "Expected 'none' or URL but found 'progid'.  Error in parsing value for 'filter'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main-smartphone.css" line: 17 column: 11 source: "			filter: progid:DXImageTransform.Microsoft.gradient( startColorstr='#ffffff', endColorstr='#f0f0f0',GradientType=0 );"}]
04-26 07:43:33.896 E/GeckoConsole( 1406): [JavaScript Warning: "Expected ',' or '{' but found '/'.  Ruleset ignored due to bad selector." {file: "http://cor.sportv.utouchlabs.com/core/css/main-smartphone.css" line: 110 column: 4 source: "		}*/"}]
04-26 07:43:33.896 I/Gonk    (   84): Setting nice for pid 1485 to 18
04-26 07:43:33.896 E/GeckoConsole( 1406): [JavaScript Warning: "Unknown property 'box-sizing'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main-smartphone.css" line: 150 column: 13 source: "			box-sizing: border-box;"}]
04-26 07:43:33.896 I/Gonk    (   84): Changed nice for pid 1485 from 0 to 18.
04-26 07:43:33.916 E/GeckoConsole( 1406): [JavaScript Warning: "Unknown property 'box-sizing'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main-tablet.css" line: 71 column: 12 source: "		box-sizing:border-box;"}]
04-26 07:43:33.916 E/GeckoConsole( 1406): [JavaScript Warning: "Unknown property 'box-sizing'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main-tablet.css" line: 76 column: 12 source: "		box-sizing:border-box;"}]
04-26 07:43:33.916 E/GeckoConsole( 1406): [JavaScript Warning: "Unknown property '-moz-border-radius'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main-tablet.css" line: 97 column: 19 source: "	-moz-border-radius: 3px;"}]
04-26 07:43:33.916 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main-tablet.css" line: 107 column: 13 source: "	background: -webkit-gradient(linear, left top, left bottom, color-stop(0%,#fbfbfb), color-stop(100%,#ededed));"}]
04-26 07:43:33.916 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main-tablet.css" line: 108 column: 13 source: "	background: -webkit-linear-gradient(top, #fbfbfb 0%,#ededed 100%);"}]
04-26 07:43:33.926 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main-tablet.css" line: 109 column: 13 source: "	background: -o-linear-gradient(top, #fbfbfb 0%,#ededed 100%);"}]
04-26 07:43:33.926 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main-tablet.css" line: 110 column: 13 source: "	background: -ms-linear-gradient(top, #fbfbfb 0%,#ededed 100%);"}]
04-26 07:43:33.926 E/GeckoConsole( 1406): [JavaScript Warning: "Expected 'none' or URL but found 'progid'.  Error in parsing value for 'filter'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main-tablet.css" line: 112 column: 9 source: "	filter: progid:DXImageTransform.Microsoft.gradient( startColorstr='#fbfbfb', endColorstr='#ededed',GradientType=0 );"}]
04-26 07:43:33.926 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main-tablet.css" line: 118 column: 13 source: "	background: -webkit-gradient(linear, left top, left bottom, color-stop(0%,#f0f0f0), color-stop(100%,#dfdfdf));"}]
04-26 07:43:33.926 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main-tablet.css" line: 119 column: 13 source: "	background: -webkit-linear-gradient(top, #f0f0f0 0%,#dfdfdf 100%);"}]
04-26 07:43:33.926 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main-tablet.css" line: 120 column: 13 source: "	background: -o-linear-gradient(top, #f0f0f0 0%,#dfdfdf 100%);"}]
04-26 07:43:33.926 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main-tablet.css" line: 121 column: 13 source: "	background: -ms-linear-gradient(top, #f0f0f0 0%,#dfdfdf 100%);"}]
04-26 07:43:33.926 E/GeckoConsole( 1406): [JavaScript Warning: "Expected 'none' or URL but found 'progid'.  Error in parsing value for 'filter'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main-tablet.css" line: 123 column: 9 source: "	filter: progid:DXImageTransform.Microsoft.gradient( startColorstr='#f0f0f0', endColorstr='#dfdfdf',GradientType=0 );"}]
04-26 07:43:33.926 E/GeckoConsole( 1406): [JavaScript Warning: "Unknown property 'box-sizing'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main-tablet.css" line: 153 column: 13 source: "			box-sizing: border-box;	"}]
04-26 07:43:33.926 E/GeckoConsole( 1406): [JavaScript Warning: "Unknown property 'box-sizing'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/main-tablet.css" line: 196 column: 11 source: "	box-sizing: border-box;"}]
04-26 07:43:33.946 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background-image'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/corinthians/team.css" line: 13 column: 19 source: "	background-image: -webkit-gradient(linear, left top, left bottom, color-stop(0%,#505050), color-stop(100%,#000));"}]
04-26 07:43:33.946 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background-image'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/corinthians/team.css" line: 14 column: 19 source: "	background-image: -webkit-linear-gradient(top, #505050 0%,#000 100%);"}]
04-26 07:43:33.946 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background-image'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/corinthians/team.css" line: 15 column: 19 source: "	background-image: -o-linear-gradient(top, #505050 0%,#000 100%);"}]
04-26 07:43:33.946 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background-image'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/corinthians/team.css" line: 16 column: 19 source: "	background-image: -ms-linear-gradient(top, #505050 0%,#000 100%);"}]
04-26 07:43:33.946 E/GeckoConsole( 1406): [JavaScript Warning: "Expected 'none' or URL but found 'progid'.  Error in parsing value for 'filter'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/corinthians/team.css" line: 18 column: 9 source: "	filter: progid:DXImageTransform.Microsoft.gradient( startColorstr='#505050', endColorstr='#000',GradientType=0 );"}]
04-26 07:43:33.946 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background-image'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/corinthians/team.css" line: 26 column: 19 source: "	background-image: -webkit-gradient(linear, left top, left bottom, color-stop(0%,#666), color-stop(100%,#333));"}]
04-26 07:43:33.946 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background-image'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/corinthians/team.css" line: 27 column: 19 source: "	background-image: -webkit-linear-gradient(top, #666 0%,#333 100%);"}]
04-26 07:43:33.946 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background-image'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/corinthians/team.css" line: 28 column: 19 source: "	background-image: -o-linear-gradient(top, #666 0%,#333 100%);"}]
04-26 07:43:33.946 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background-image'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/corinthians/team.css" line: 29 column: 19 source: "	background-image: -ms-linear-gradient(top, #666 0%,#333 100%);"}]
04-26 07:43:33.946 E/GeckoConsole( 1406): [JavaScript Warning: "Expected 'none' or URL but found 'progid'.  Error in parsing value for 'filter'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/css/corinthians/team.css" line: 31 column: 9 source: "	filter: progid:DXImageTransform.Microsoft.gradient( startColorstr='#666', endColorstr='#333',GradientType=0 );"}]
04-26 07:43:33.956 W/WifiHW  (   84): wifi_command: SIGNAL_POLL
04-26 07:43:33.966 E/GeckoConsole( 1406): [JavaScript Warning: "SyntaxError: Using //@ to indicate sourceMappingURL pragmas is deprecated. Use //# instead" {file: "http://cor.sportv.utouchlabs.com/core/js/jquery-2.0.0.min.js" line: 1}]
04-26 07:43:34.066 E/GeckoConsole( 1406): [JavaScript Warning: "Error: http://cor.sportv.utouchlabs.com/core/js/jquery-2.0.0.min.js is being assigned a //# sourceMappingURL, but already has one"]
04-26 07:43:34.846 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/mediaelement/mediaelementplayer.css" line: 95 column: 13 source: "	background: -webkit-gradient(linear, 0% 0%, 0% 100%, from(rgba(50,50,50,0.9)), to(rgba(0,0,0,0.9)));"}]
04-26 07:43:34.846 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/mediaelement/mediaelementplayer.css" line: 96 column: 13 source: "	background: -webkit-linear-gradient(top, rgba(50,50,50,0.9), rgba(0,0,0,0.9));"}]
04-26 07:43:34.846 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/mediaelement/mediaelementplayer.css" line: 98 column: 13 source: "	background: -o-linear-gradient(top, rgba(50,50,50,0.9), rgba(0,0,0,0.9));"}]
04-26 07:43:34.846 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/mediaelement/mediaelementplayer.css" line: 99 column: 13 source: "	background: -ms-linear-gradient(top, rgba(50,50,50,0.9), rgba(0,0,0,0.9));"}]
04-26 07:43:34.846 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/mediaelement/mediaelementplayer.css" line: 122 column: 13 source: "	background: -webkit-gradient(linear, 0% 0%, 0% 100%, from(rgba(50,50,50,0.7)), to(rgba(0,0,0,0.7)));"}]
04-26 07:43:34.846 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/mediaelement/mediaelementplayer.css" line: 123 column: 13 source: "	background: -webkit-linear-gradient(top, rgba(50,50,50,0.7), rgba(0,0,0,0.7)); "}]
04-26 07:43:34.846 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/mediaelement/mediaelementplayer.css" line: 125 column: 13 source: "	background: -o-linear-gradient(top, rgba(50,50,50,0.7), rgba(0,0,0,0.7)); "}]
04-26 07:43:34.846 E/GeckoConsole( 1406): [JavaScript Warning: "Error in parsing value for 'background'.  Declaration dropped." {file: "http://cor.sportv.utouchlabs.com/core/mediaelement/mediaelementplayer.css" line: 126 column: 13 source: "	background: -ms-linear-gradient(top, rgba(50,50,50,0.7), rgba(0,0,0,0.7)); 	"}]
